Ðîñò;Âåñ;Ïîë
183.6286482;94.54642444;1
170.823445;81.98629479;1
192.8989294;105.1812918;1
168.4432291;77.36682907;1
180.7363759;85.3838804;1
180.8281938;88.91679327;1
183.3816805;97.32588851;1
190.8576864;101.6436605;1
163.6052846;71.91809402;1
164.4254379;75.51070964;1
161.0730513;72.62612953;1
172.3356097;79.89688628;1
167.4667335;79.13165291;1
180.2550381;87.93945524;1
171.6550981;84.80344975;1
174.2167469;78.7282522;1
178.6248737;87.68551488;1
183.8819802;94.52902904;1
179.8849761;93.4389922;1
167.3943852;78.26541086;1
189.9802526;105.5035841;1
171.9095343;80.38101837;1
170.5761454;79.65836291;1
182.3080967;96.42907133;1
164.2496891;75.72299502;1
173.0318316;89.07683232;1
169.6387952;75.02550668;1
169.6868586;80.07520116;1
172.430475;79.20727198;1
175.7008854;88.54309719;1
178.3713052;93.28092444;1
164.7337299;71.81017794;1
172.2655769;76.68072938;1
161.1382286;61.52193917;1
182.4950245;98.93762787;1
169.4893071;70.70273983;1
182.7994964;91.39599883;1
193.0942226;106.9959459;1
181.5492973;88.61343201;1
171.119314;80.10710366;1
179.2103191;90.00464789;1
177.4624373;84.22535602;1
172.5868279;80.42983212;1
188.2255795;97.85020568;1
175.6863042;84.81742417;1
169.0553606;77.81763461;1
169.4220767;78.38540094;1
170.805005;76.31759043;1
175.3905191;74.29500632;1
179.5087778;86.1784282;1
166.3674476;71.14283522;1
165.575541;78.27958393;1
171.6230832;76.67300816;1
187.4910796;104.9317497;1
181.8806731;93.99114592;1
172.0208631;78.07381958;1
173.3070752;90.62483357;1
167.4607311;76.23147946;1
181.7331791;89.71411104;1
175.677528;89.29356691;1
174.2380547;81.73323361;1
180.4860776;85.77506233;1
161.6559113;71.84703733;1
180.8034367;94.74951594;1
167.9668299;84.87125599;1
165.2457277;71.46595534;1
172.9520909;82.3784331;1
180.3225855;92.85563636;1
188.5217842;104.8209477;1
176.0908802;84.47094314;1
164.9256092;82.12873907;1
173.6009795;90.21359622;1
180.1599777;92.23150259;1
156.1536354;73.02891254;1
173.9666643;86.08012782;1
183.0067203;90.79493356;1
184.2050342;100.617982;1
180.9341349;97.0794323;1
183.5381526;91.47456763;1
171.6152014;84.89210596;1
183.5597218;89.1281029;1
159.0046299;68.80757539;1
168.2405507;75.87189581;1
176.912111;90.17854692;1
175.9862404;81.08369523;1
179.642208;87.77290345;1
174.824682;89.67705443;1
167.6766477;83.65615035;1
168.6938004;70.38311641;1
169.203686;73.0122403;1
172.8084473;85.75259036;1
179.076091;78.45159961;1
175.6606329;88.84138633;1
179.8193574;97.84419742;1
165.5937179;75.60425082;1
189.9557144;108.600609;1
180.5099419;83.57335412;1
176.1088624;90.69564213;1
177.543978;86.80826809;1
163.6399922;76.69360609;1
172.344412;88.31951134;1
171.5746365;83.11407398;1
189.909315;95.40585429;1
181.4041228;89.81518544;1
170.4856747;78.30570992;1
177.4433533;89.37453794;1
173.814266;86.39719276;1
172.5510458;83.69863179;1
173.9781716;81.60082388;1
165.7201243;72.33706112;1
178.2707942;89.74354062;1
180.6044982;98.53496834;1
173.8568495;85.2187873;1
166.1682651;80.20938061;1
171.9600018;83.96743859;1
188.5265802;101.2734877;1
180.7648045;93.85169242;1
170.7661606;77.55870322;1
172.4166204;79.4661442;1
171.1359937;78.59881884;1
174.6535672;82.14329864;1
182.1313922;91.88617158;1
176.2277268;90.63533789;1
187.2399802;101.367221;1
176.4115756;99.43841572;1
179.7971761;95.78960586;1
182.2918979;91.0652984;1
176.1323731;94.69831081;1
165.8265048;73.20638624;1
180.1414848;94.2566642;1
174.2355232;82.00963164;1
174.2536429;80.18842458;1
176.4760101;88.25567733;1
167.4644764;73.92672637;1
174.0492971;78.5807969;1
187.7799753;97.78686414;1
180.8427621;95.29910614;1
169.0537307;83.91942135;1
182.2253816;85.24505912;1
177.1518665;85.34291376;1
169.5466615;81.42495109;1
177.0187525;96.0174281;1
178.8249328;89.65630026;1
175.3101297;84.48435011;1
164.4200094;75.33155213;1
180.3351091;85.62892062;1
163.7279282;73.18765225;1
177.1637874;87.74433507;1
181.678196;85.84228848;1
173.5529063;94.23352592;1
179.7423892;90.39596112;1
181.4043861;95.17381252;1
176.2518042;81.71223255;1
182.8843998;88.98612902;1
175.7463464;85.91330628;1
168.0625627;75.06331403;1
170.8712432;82.71851913;1
180.1262219;85.96718252;1
175.564515;85.99814697;1
171.2189257;77.18427457;1
185.2641686;98.00338083;1
179.0469589;80.30284551;1
175.280979;88.91210374;1
169.5757592;76.05464682;1
175.5664859;81.45481635;1
185.7407187;100.0731996;1
171.4165327;74.51031349;1
164.985899;70.99536796;1
172.1675223;83.30205399;1
171.8624929;77.23605147;1
168.8500484;76.47494962;1
185.3871583;95.07391133;1
176.69061;88.59230248;1
180.3490428;88.12816388;1
177.5857189;99.48658356;1
182.1107401;93.04387677;1
171.8308498;81.12591096;1
173.4707086;82.41493491;1
174.4656294;92.31761172;1
175.04606;74.90063432;1
175.1606344;89.76482066;1
170.8079774;78.58686304;1
175.0462936;83.42303351;1
167.229903;63.28074691;1
164.2645319;72.64786002;1
168.3915802;74.19682639;1
170.4278678;87.96149997;1
170.1756559;86.1194297;1
180.2434061;83.5482685;1
173.7890154;86.52859055;1
171.8374201;85.35178203;1
192.0752906;102.5885623;1
179.1950747;89.74121229;1
174.9827308;86.40067433;1
173.4427111;79.93042333;1
165.0874988;80.60185692;1
166.5624597;78.77169714;1
176.0374641;95.44838437;1
166.8899772;77.14311262;1
172.2221372;78.6666176;1
175.8090142;83.87151489;1
172.7581153;88.11199363;1
157.2944503;67.64158043;1
170.8565613;87.28833087;1
171.8991275;81.51964081;1
177.7260952;92.00149344;1
165.8961923;74.0849576;1
182.6412538;98.42526741;1
168.2341163;83.06631857;1
167.1699548;75.54812268;1
185.0261676;93.08430347;1
180.2115864;86.03314686;1
181.2132714;99.13212535;1
180.481387;92.126727;1
157.2908901;63.44901148;1
174.6566422;89.02213418;1
171.6632112;81.6040867;1
171.0987045;74.44259519;1
167.3330577;76.26977976;1
174.4846959;86.05103941;1
176.6185483;88.51264921;1
169.2521147;86.38002666;1
177.31715;92.71047542;1
174.4468792;88.95765207;1
181.902554;95.08878634;1
177.0120801;86.59111133;1
180.0887594;89.77089903;1
172.7347675;84.70763621;1
179.3639897;85.56182862;1
181.7908332;79.98940715;1
185.4526727;94.93400606;1
154.3002194;61.75413412;1
175.4685838;86.5919195;1
176.1203936;86.82342598;1
172.1031298;83.87221311;1
193.1087879;105.3575832;1
183.458145;91.50968433;1
175.059445;85.40988982;1
165.9507163;79.20893299;1
167.4683048;83.42101531;1
178.9853908;85.04192382;1
185.8798508;96.98297182;1
174.1192344;79.46463437;1
174.064697;76.89106823;1
161.5349968;65.57456799;1
170.5463727;79.67310212;1
179.8735814;89.43238166;1
186.7669234;101.100189;1
167.9983151;75.01339925;1
172.4833984;77.28672617;1
181.4407746;98.24671188;1
170.4662067;78.77891349;1
186.1411516;98.81906564;1
161.7283612;73.02183485;1
175.8323136;87.87134957;1
176.962115;80.32614999;1
179.0330383;92.89226745;1
175.2718818;80.15051813;1
173.8830508;87.42035631;1
167.7028238;75.71928366;1
176.0681496;84.68843336;1
175.457461;85.49033048;1
186.8481667;94.49500762;1
167.8627298;73.24073211;1
186.7560002;97.49045769;1
176.9848129;93.03103651;1
169.359024;83.08267884;1
185.3226303;94.73698154;1
173.3470552;94.29731363;1
182.7698298;95.53915094;1
180.4889287;92.64074274;1
170.1214529;88.52550118;1
173.9341253;86.47892178;1
181.0624811;90.53756307;1
165.050359;75.65603054;1
169.575185;81.08730566;1
174.6660508;84.25041157;1
175.2410607;87.87074419;1
181.0897943;103.7644064;1
175.3856751;87.23342481;1
169.0153643;79.81110709;1
174.0294296;79.88264815;1
171.3476769;80.490941;1
181.2477513;91.50148611;1
174.2196313;80.20094328;1
177.1296602;84.13798655;1
177.377997;85.27937824;1
183.9228878;85.88863415;1
166.203876;75.32732155;1
168.3198482;77.21096538;1
177.7347242;96.50986801;1
180.8713533;88.9548781;1
177.6409965;91.73653954;1
181.3204964;91.3070326;1
164.0555054;71.86126732;1
174.7341804;79.13355386;1
173.8521967;83.34847287;1
175.7720084;85.30771252;1
176.342084;79.90631738;1
176.799812;88.0728852;1
185.1195357;88.07233962;1
157.9329613;66.16727545;1
174.9417548;86.99941459;1
180.5434122;95.17167966;1
183.3436367;91.27504054;1
183.0393976;94.68564779;1
171.145347;82.84508181;1
172.5539717;75.48075684;1
179.8369029;87.70682205;1
166.494768;80.9288797;1
178.2857102;93.39763749;1
182.3186482;90.34459975;1
173.0509326;87.08823881;1
173.6330857;79.48338523;1
167.8695068;77.10042862;1
181.8135128;93.12816154;1
186.783136;88.90852384;1
180.6334509;94.39694179;1
179.8175285;92.01394913;1
182.1918136;85.53062311;1
160.5191871;73.66427549;1
172.9768281;82.92625809;1
167.2744933;71.34578747;1
173.5999995;81.03219595;1
176.6829815;84.90588931;1
174.5698923;77.8326379;1
178.2020252;90.94520558;1
175.0652751;87.94891629;1
163.3224425;70.51688388;1
178.957308;87.31424261;1
174.3051205;72.49998522;1
176.9484694;79.93617887;1
175.4095667;77.87252892;1
170.756545;82.40799045;1
167.9341312;77.72637607;1
174.2881639;81.23901342;1
175.8924925;85.02012308;1
176.8904417;82.54173347;1
184.904452;97.2671363;1
190.6117475;94.56980815;1
180.2706177;86.26847749;1
188.9455516;98.47790952;1
163.4798962;70.78181339;1
181.1705827;93.59872614;1
170.6169421;80.79491221;1
188.9802466;103.7815854;1
162.2245192;79.12624167;1
174.9704191;74.47387872;1
183.2152552;96.21645156;1
173.7454645;93.4308117;1
165.3353472;75.93357505;1
175.843385;88.53453047;1
182.7473822;94.86416739;1
171.3559963;82.67631999;1
176.054788;86.25176731;1
161.8768623;72.71877727;1
154.1267362;58.63992008;1
179.4848406;88.71941907;1
171.6888391;84.69452015;1
189.60975;103.1748957;1
178.9863803;89.42745217;1
182.7377867;95.03686291;1
188.0254071;95.12892157;1
179.7868595;99.97133169;1
164.4072327;76.73829342;1
173.6928812;84.28372643;1
181.5318208;87.38843225;1
170.0389125;80.28394004;1
179.8243267;90.67908529;1
165.8427843;76.51260329;1
156.855185;56.02183357;1
158.7009051;72.67221687;1
172.2264269;89.37986895;1
176.5960255;73.45620751;1
184.1519219;91.45354011;1
179.0326487;88.33841194;1
169.3919294;73.72580804;1
181.0814707;79.73286518;1
182.3637887;94.95660326;1
185.5631144;92.72577398;1
174.8875201;95.63223772;1
167.7554274;76.79196562;1
187.9241896;101.2816802;1
175.8991094;87.50425899;1
176.1252693;78.41487594;1
180.279713;86.88079526;1
161.4456452;71.25602923;1
177.2161834;82.90045094;1
165.578733;68.88296701;1
177.7465097;87.68303076;1
177.1665168;84.09431752;1
180.7754351;88.60875771;1
179.2528845;79.00085592;1
166.7537674;74.67111743;1
170.5315719;74.30612305;1
167.4319408;79.23807624;1
187.4180566;96.55354013;1
172.0526184;78.36474404;1
166.4819537;77.99561508;1
180.8833379;88.85415714;1
166.6045792;79.28133719;1
166.7955884;79.16864211;1
157.4107491;63.61802706;1
187.7058443;97.75950261;1
183.7491465;97.89489066;1
178.5917036;83.55730628;1
170.4735335;76.28216196;1
167.4685037;68.65515565;1
170.7584724;84.340209;1
178.0904328;92.173121;1
190.0974093;101.5626623;1
163.8993487;67.33432465;1
177.9301869;93.96582644;1
182.4562487;93.0580779;1
185.0053188;94.97618334;1
186.186739;90.32513772;1
168.6387088;74.85923335;1
168.9485114;81.97756681;1
175.952944;91.74546946;1
173.309163;88.55419061;1
178.8512273;83.55222755;1
177.1062884;85.46655767;1
166.3972641;71.29479606;1
175.6086642;89.13937611;1
187.1121195;94.49713348;1
167.3675914;71.73922254;1
173.6202496;83.71810792;1
178.8788155;89.75397785;1
183.0837109;92.00328194;1
182.146257;90.28606757;1
166.9520712;70.84986778;1
162.301779;76.32632108;1
178.6026647;91.38806716;1
167.1033737;79.1768163;1
177.361759;89.31101679;1
173.5611212;89.68561012;1
172.0636367;75.12167043;1
190.5860792;105.6172866;1
186.4463086;87.40698625;1
176.6690952;87.15721938;1
163.9291611;71.26044317;1
171.5687741;74.14748416;1
185.6650541;93.04198548;1
169.0471119;77.74539315;1
187.9386746;94.76851862;1
179.9912277;95.1288499;1
181.7845836;93.54215771;1
167.2295135;80.36811637;1
178.4998555;96.01644164;1
156.9047459;67.8071833;1
190.0553611;99.92578997;1
181.8770705;87.26889506;1
170.8406631;74.09819172;1
180.1474539;90.60243657;1
190.6515584;99.13092426;1
185.6762257;101.2274157;1
179.4814598;98.8443912;1
170.5474551;77.6452512;1
170.4928097;66.91063771;1
176.5933577;77.11437018;1
165.6707168;72.94153036;1
173.7625756;83.95815668;1
174.6591978;80.30992661;1
172.5596468;85.66172191;1
175.8640849;72.21990303;1
173.9029388;85.29672383;1
166.8635057;68.46286602;1
176.354735;78.15232707;1
167.9838942;75.44844385;1
180.0277023;84.50785686;1
167.5715851;85.10584088;1
164.9453532;74.3220855;1
173.6562524;89.31950402;1
176.5949003;86.03510149;1
168.7972294;85.7028786;1
176.4654377;80.42808058;1
174.5744507;83.50586484;1
187.4044372;100.3356443;1
194.3147837;98.81285551;1
180.9132829;90.3323188;1
163.8457745;74.60334087;1
168.9196899;74.04530128;1
175.7944491;85.09062147;1
161.4077791;68.1844256;1
177.1170662;91.93065867;1
174.2648495;82.41489185;1
181.5188908;93.6919985;1
176.5540995;92.51039251;1
187.3494748;105.037946;1
173.4255784;88.52151028;1
184.0347689;90.83446915;1
179.7537509;88.59549093;1
178.9484375;85.30559515;1
175.0164111;88.28107473;1
175.8656051;89.52929313;1
170.8857321;70.93711664;1
181.5179623;94.22609296;1
174.8552091;77.96877548;1
181.3711504;98.37790984;1
178.1679801;86.43327744;1
179.5264152;93.47838512;1
174.0944348;91.20584685;1
181.4442064;93.69345068;1
165.660884;72.10303224;1
179.7638046;94.4324563;1
177.1906408;85.17553826;1
162.4648279;76.34896;1
178.5725747;89.26759713;1
178.604797;93.20720444;1
171.209736;74.63691215;1
170.4886178;75.82382186;1
173.6790529;76.64277729;1
176.728727;83.54640279;1
158.8319233;76.26001189;1
176.1155267;83.50086861;1
169.6401669;78.08411171;1
191.4938823;99.14045229;1
178.3426179;86.01282257;1
180.6030516;89.23353116;1
177.2764752;82.41414657;1
168.8384849;79.54156542;1
179.6128338;94.65326013;1
161.5915419;73.77549895;1
179.1951705;86.76590061;1
171.2031656;87.37989833;1
181.4453443;96.75182463;1
174.227249;84.98980995;1
181.4889094;92.26679048;1
179.5749265;86.16121489;1
181.3343198;89.48165922;1
179.0335336;87.69158594;1
188.9967972;102.8122553;1
161.037075;83.98555013;1
173.7352866;77.70027594;1
171.2718296;79.42148133;1
179.8624799;88.98916712;1
170.4600884;88.3230629;1
172.0296785;83.65916118;1
174.1191138;81.43165074;1
174.2934918;87.34949595;1
179.338633;89.49716425;1
170.4004243;74.45610014;1
165.8917388;75.88557948;1
177.6073327;84.29323551;1
173.6461726;87.97358168;1
180.0093045;93.36232858;1
193.071242;106.7745878;1
172.6335582;80.25701945;1
177.2033221;90.26141842;1
176.7044279;91.02224565;1
181.7624476;97.04244743;1
180.2334451;91.45729584;1
166.2199427;65.36599857;1
180.2793563;91.88353199;1
172.7018422;83.42770483;1
179.1170283;90.50722949;1
175.5373463;79.83918685;1
181.8781557;88.40479298;1
177.5194788;92.29856077;1
168.8005229;75.59394501;1
178.5400396;94.10818259;1
159.0547116;69.32107697;1
169.2190719;66.31782528;1
165.989732;71.09357693;1
181.8811193;95.22219646;1
176.3088026;83.40231766;1
177.5302865;91.0643331;1
166.7915348;74.47421278;1
163.5970141;70.13199166;1
174.31229;85.91802289;1
176.7847179;80.08838483;1
171.3312074;78.58150467;1
173.1517863;84.01501582;1
176.6661797;92.43133376;1
166.9981369;82.56312487;1
185.7308786;91.47563629;1
169.217152;80.65426546;1
175.6306088;91.89487351;1
167.5531194;84.45597765;1
170.6962967;84.10612573;1
166.2530512;79.74806578;1
185.4964337;95.05115669;1
173.5258021;81.34732699;1
168.4890749;74.99695078;1
183.799438;89.91517929;1
172.0022658;83.86929896;1
179.0130819;90.81541777;1
180.7539988;90.45078866;1
176.1611401;91.76064205;1
178.0469836;91.60713289;1
176.0151209;89.5051069;1
160.807322;71.20342116;1
172.4335639;83.14890124;1
185.9355435;92.07397554;1
185.778534;87.94831483;1
180.0757957;88.7081022;1
183.2424394;97.43942189;1
183.2172558;83.51346432;1
180.8648116;87.86542403;1
168.2804623;77.14716536;1
183.7476355;93.28781003;1
172.8950622;75.4029479;1
181.3491646;89.98037814;1
166.9441214;76.95023143;1
170.4605364;72.58516338;1
183.4261887;92.94229485;1
160.044849;67.07565535;1
176.7056542;82.06341195;1
178.8261643;98.79240125;1
172.7967476;85.87829469;1
177.2358922;79.85954165;1
157.6797334;59.08266433;1
167.219426;72.25356693;1
179.7835775;87.06039813;1
176.7114327;82.60958692;1
171.0107446;85.42028375;1
172.2490888;86.96598721;1
169.3728966;73.8172192;1
176.8848602;89.61279504;1
164.526563;82.80718553;1
187.8658703;90.7061954;1
172.5507949;83.63243538;1
169.5959003;75.05204898;1
175.0983482;80.114367;1
194.1437791;103.7972747;1
175.2502092;81.79180244;1
186.6946726;102.4817317;1
176.7918826;86.08464621;1
183.0511452;91.72883181;1
179.0426303;81.14227402;1
170.2685204;75.75702182;1
168.1076356;78.29370138;1
174.4832921;81.61565024;1
169.2992137;72.62922273;1
177.390189;80.90362021;1
168.2624646;70.10824925;1
184.9400203;94.71603016;1
163.7658573;76.83928992;1
177.1763775;82.37689292;1
179.4800687;92.44661749;1
184.075371;83.64912712;1
173.1556934;90.56771496;1
185.3874154;93.7094781;1
179.1552545;89.15389838;1
177.9192608;86.16889124;1
175.3008106;89.23533222;1
186.8148722;100.8151892;1
173.0199685;81.66240789;1
173.4505981;80.92181303;1
181.6787011;91.94954182;1
186.427219;100.2021591;1
177.4051928;90.08175882;1
178.1859933;92.39658991;1
168.4013037;68.09494842;1
194.2920523;103.0110186;1
180.4222584;84.69954082;1
169.242844;77.2885031;1
167.8318635;82.733788;1
179.3574325;85.02132587;1
165.6168409;71.95671438;1
169.8291277;79.72665553;1
187.3453157;100.1225542;1
177.5411386;88.77956257;1
176.5993921;85.72669744;1
169.5309728;69.89879838;1
175.4492098;81.35456541;1
174.1468469;78.09313546;1
178.619277;86.37722302;1
182.7507659;94.37140431;1
180.1280416;87.0218898;1
178.7426533;89.51583477;1
172.203052;86.02410491;1
174.4979889;94.36199513;1
175.5511648;85.58606465;1
171.9506433;84.99949951;1
181.0520388;98.82249404;1
181.426041;91.53868874;1
180.4501251;92.80169055;1
164.4046901;65.01023379;1
170.556325;82.55385398;1
183.6209104;91.6573114;1
178.4168801;87.43587871;1
163.7229589;72.07106544;1
189.1410709;96.81728008;1
165.8592445;73.84048774;1
184.7837963;96.22708336;1
166.924174;70.37439582;1
174.9808411;88.29090006;1
185.5175579;95.000176;1
177.4462958;89.94187216;1
177.4474403;81.47959023;1
182.2845266;87.38792887;1
169.7249486;81.54266133;1
172.1807423;86.39763975;1
175.8968132;88.95289999;1
175.0813672;82.00746369;1
175.252659;84.6418653;1
168.5899471;76.09269434;1
168.5963591;81.39178523;1
175.3986072;82.2495924;1
166.7953875;73.2073519;1
159.3923089;67.91823402;1
169.1080862;73.10743338;1
170.8713135;84.972048;1
177.3848412;79.8238881;1
188.5097346;108.1947623;1
180.9255425;94.79949062;1
179.7376774;88.3431144;1
172.4125428;74.25144337;1
170.4708978;82.77208668;1
169.011123;79.40737174;1
170.4116954;82.03207465;1
174.9892808;78.30124166;1
182.5820497;94.13860026;1
179.1509653;87.98615555;1
175.7885948;85.20050002;1
169.8110339;73.11744436;1
195.9884343;103.7221319;1
173.2242848;80.02577251;1
169.6613145;84.80448916;1
188.1383238;99.05831495;1
177.0170273;83.72741629;1
179.0262038;90.41234649;1
168.1555276;74.66415586;1
182.5190353;87.72335137;1
167.5770262;77.5858646;1
184.5994812;98.66730856;1
177.3225351;85.29024215;1
175.3695908;80.80944103;1
162.1807231;68.9327263;1
164.8708545;65.8395174;1
165.2154278;66.96610437;1
174.9409663;83.19208125;1
177.7548375;80.88364586;1
159.2816314;69.30633474;1
169.9855294;78.74569483;1
170.8633717;81.64883116;1
183.1912148;90.85569415;1
176.8129643;77.23183526;1
165.5691402;75.61839216;1
188.1638984;88.33508133;1
155.2494447;69.29302952;1
173.5364903;93.6173002;1
162.4404381;74.72629268;1
174.1966887;82.1619324;1
164.9118088;83.90106765;1
176.935774;95.02060073;1
180.6467134;89.49906396;1
159.5226444;67.39457703;1
179.8606047;91.25817557;1
176.6557568;90.33733095;1
170.2621593;85.46924677;1
171.187959;80.86176718;1
176.2044821;78.65313814;1
189.3446478;99.06465665;1
169.0535735;78.63348309;1
170.8402802;84.49922775;1
167.644998;74.90599673;1
170.9001089;92.12506103;1
172.5285694;73.32010333;1
167.7863899;74.58979768;1
167.2452344;77.4568512;1
175.3388996;77.23815065;1
178.6308757;87.30029971;1
168.9971385;75.45181769;1
181.5380542;89.13422222;1
177.9192041;83.27420443;1
174.2585048;84.93940674;1
175.2152471;80.85370045;1
187.4237677;100.8605717;1
175.4449395;86.43442765;1
185.8973907;92.56408933;1
174.4405564;87.16383043;1
164.9027341;81.36466751;1
167.922522;87.42203218;1
172.0824342;76.97971523;1
182.407315;87.44509827;1
175.7564207;84.23092795;1
171.214216;85.53020056;1
177.4866489;81.48795026;1
163.4913589;73.69391495;1
171.4318488;83.16724724;1
185.7309803;100.4289805;1
171.8384815;85.66433766;1
174.0862707;86.99451894;1
179.6408854;97.17075655;1
173.3045818;82.71329803;1
171.9506935;74.34915128;1
187.2405266;90.00554508;1
174.9004813;84.98643346;1
168.8433656;79.79472463;1
177.7295946;85.54463091;1
171.5927054;91.05654922;1
188.6509274;95.2097473;1
183.1184043;91.54769089;1
176.7072404;82.9001561;1
181.8997872;93.49815533;1
170.531916;77.94873757;1
173.7757542;77.69669673;1
198.3635034;115.9595623;1
174.3522741;81.09605196;1
177.8681784;84.51641823;1
188.7872196;100.1567925;1
183.4683561;91.67218144;1
171.8733268;87.56537275;1
168.7174353;71.3324662;1
165.2806282;81.97574859;1
175.6587345;93.65768265;1
172.2254922;81.63471572;1
173.3264133;87.97452214;1
184.274084;92.34811054;1
188.1033242;96.02291035;1
